id,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,neighbourhood_group_n,neighbourhood_n,room_type_n
22080281,125,28,1,1,0,1,23,0
22080826,150,15,0,1,0,0,3,1
22081741,65,5,2,1,0,0,6,0
22081871,295,7,1,2,0,0,20,1
22081938,60,3,40,2,78,1,4,0
22082124,195,6,0,1,0,1,28,1
22082423,80,2,14,1,0,0,24,1
22082514,75,2,7,1,11,0,6,0
22082903,91,30,8,2,216,1,2,1
22083268,30,7,3,1,0,0,21,0
22083314,57,8,0,2,0,0,6,1
22083540,160,3,38,1,2,0,3,1
22084212,400,4,1,1,2,1,14,1
22084321,100,2,9,1,0,1,9,0
22084405,149,4,0,1,0,1,28,0
22085185,250,5,0,1,0,0,113,1
22085754,40,4,1,1,0,0,21,0
22085782,400,2,5,1,0,1,77,1
22085892,55,1,0,1,0,2,31,0
22086518,250,2,2,1,0,1,11,0
22086968,100,2,98,1,89,4,156,1
22087093,55,1,14,2,127,4,59,0
22087812,65,1,70,1,300,3,89,1
22088100,425,1,11,2,0,2,31,0
22088180,49,3,19,2,211,1,2,0
22088276,175,2,9,1,0,1,64,1
22088301,129,5,19,1,295,0,12,1
22088409,87,2,1,1,0,4,141,0
22088615,42,4,7,1,0,0,12,0
22088784,115,3,2,1,0,0,34,1
22089194,150,3,3,2,0,1,52,1
22089422,50,3,2,1,0,0,16,0
22090790,374,60,0,33,290,1,8,1
22095324,70,7,1,1,0,0,12,0
22096182,50,20,1,2,358,0,22,0
22096640,75,30,2,1,0,1,2,0
22096731,45,1,0,2,88,0,15,0
22097438,143,2,88,1,29,1,28,1
22098233,170,1,1,1,0,1,19,1
22098435,42,20,0,1,0,0,12,0
22099135,65,5,0,1,0,0,21,0
22099266,65,2,22,34,289,0,6,0
22099954,112,6,2,1,0,2,56,1
22100149,150,3,5,1,3,0,79,1
22100318,200,5,3,1,30,1,30,1
22100911,100,4,1,1,341,1,8,0
22100970,142,30,8,91,281,1,26,1
22101002,55,2,25,1,0,0,67,0
22101034,50,2,23,4,348,2,152,0
22101044,185,30,0,91,0,1,5,1
22101696,185,1,90,2,181,0,6,1
22101914,45,5,1,1,0,0,21,0
22101965,160,3,37,1,71,0,17,1
22102108,179,1,125,1,201,1,7,1
22102113,55,7,7,1,365,2,56,0
22102905,195,11,0,1,0,1,5,0
22103302,74,5,0,1,0,0,12,0
22103438,22,2,35,1,312,0,22,1
22105065,175,2,9,1,0,0,20,1
22105520,225,1,16,1,1,0,15,1
22106002,99,5,2,1,0,1,14,0
22107023,150,2,51,2,231,0,6,1
22107142,100,2,2,1,95,0,24,1
22107189,88,3,4,1,0,0,6,1
22107368,29,5,11,1,156,2,56,0
22107371,400,4,1,1,0,0,12,1
22107514,85,30,10,1,2,0,24,1
22108130,140,30,0,8,0,1,8,1
22108302,65,1,0,1,0,0,15,0
22108306,150,1,43,1,267,0,6,1
22108932,70,21,7,1,156,1,18,1
22109528,250,4,0,1,0,1,5,1
22114333,99,4,16,1,130,1,4,0
22115009,45,1,8,4,347,2,162,2
22116565,189,7,3,1,0,1,1,1
22117590,70,1,9,1,0,0,21,0
22117898,27,2,4,5,0,0,54,0
22117971,80,4,2,1,0,0,12,0
22117983,450,3,0,1,0,1,1,1
22119092,75,14,0,2,0,0,17,0
22119373,175,2,10,1,0,1,9,1
22119375,35,2,4,1,0,0,6,0
22119708,41,7,1,1,0,0,6,0
22120170,50,30,8,1,179,0,111,2
22120346,40,1,0,1,0,0,21,0
22120433,150,7,14,1,128,0,12,1
22120954,400,2,1,1,0,1,28,1
22121191,85,1,6,1,0,1,4,0
22122084,100,5,1,1,0,0,15,0
22122354,150,3,20,1,36,1,8,1
22122388,149,2,3,5,354,3,172,1
22122470,210,6,31,2,276,1,4,1
22122614,150,2,30,2,109,1,30,1
22122723,50,16,0,1,0,1,2,0
22123573,350,3,42,1,275,0,6,1
22123603,130,4,25,1,0,1,19,0
22124017,285,3,0,1,0,1,7,1
22124086,45,2,1,1,0,0,22,2
22125138,30,1,3,1,0,4,182,0
22125701,50,2,42,2,53,0,6,0
22126048,50,1,43,3,89,0,70,0
22126122,250,6,1,1,55,1,8,0
22129871,110,7,2,1,0,1,19,1
22130055,125,2,31,2,62,2,124,1
22130220,80,2,0,1,0,0,29,0
22131111,70,1,0,1,0,2,56,0
22131954,150,1,0,1,0,1,7,0
22134428,53,3,7,1,0,1,8,2
22135247,55,4,18,1,0,0,6,0
22139766,647,5,4,1,166,0,32,1
22139932,95,1,0,1,0,1,2,0
22142173,109,4,0,1,0,0,20,1
22142447,485,4,1,1,0,1,14,1
22142575,160,5,15,1,83,0,12,1
22142636,150,1,14,3,353,1,4,1
22143436,200,3,43,1,63,1,14,1
22143750,58,4,9,1,0,0,12,0
22144662,109,2,76,1,4,1,14,1
22145643,75,1,45,1,7,1,28,0
22146533,50,1,1,1,0,1,30,0
22147414,215,4,2,1,0,1,30,1
22147426,249,6,40,1,293,1,2,1
22147647,200,30,0,91,310,1,5,1
22148073,56,1,12,4,348,0,111,0
22148115,120,1,0,1,0,0,12,1
22148416,127,3,9,2,34,0,21,1
22150519,83,3,77,2,22,2,81,1
22150523,290,3,4,4,364,0,100,1
22150956,150,13,0,1,0,0,38,1
22151022,39,1,43,2,351,2,49,0
22151067,27,60,1,1,0,2,87,2
22151092,56,1,12,4,333,0,111,0
22151598,200,6,4,1,5,1,28,1
22151798,65,2,47,1,0,4,98,1
22152232,50,2,2,1,0,0,21,0
22152376,195,2,65,1,236,0,54,1
22152785,625,2,10,1,0,1,14,1
22153412,69,4,4,1,0,1,68,0
22153425,125,2,31,1,24,0,22,1
22154118,160,2,1,1,0,0,12,1
22156875,195,3,20,1,217,1,8,1
22157675,250,4,1,1,0,0,20,1
22157683,125,2,5,1,0,1,1,1
22157982,100,4,1,2,0,0,12,0
22159096,180,2,19,2,15,0,79,1
22159309,175,4,3,1,0,1,2,1
22160718,90,2,5,1,0,0,12,0
22160759,50,2,67,2,20,1,30,0
22160989,200,6,32,2,251,1,4,1
22161352,90,4,11,1,3,0,12,1
22161395,70,1,87,1,8,0,6,0
22161900,115,3,4,1,0,0,12,1
22161977,75,3,18,1,0,1,23,0
22162572,190,30,4,25,363,1,8,1
22162915,200,30,1,25,0,1,8,1
22163623,125,1,12,3,89,0,70,0
22164005,33,6,29,2,32,0,197,0
22164073,130,2,15,1,0,0,15,1
22164078,149,4,3,1,0,1,14,1
22164208,195,3,2,1,0,1,68,1
22165461,105,2,0,1,0,0,79,1
22165628,40,2,7,5,299,0,20,2
22165795,28,2,1,1,0,0,6,0
22165797,45,7,0,1,0,0,73,0
22165957,68,1,62,2,179,0,33,1
22166055,150,6,57,2,128,0,54,1
22166650,60,2,0,1,173,0,22,0
22166900,260,1,86,1,259,1,19,1
22167066,79,1,63,3,51,1,2,0
22169350,130,4,33,1,354,1,1,1
22169843,90,5,21,1,83,1,19,1
22172728,250,4,1,1,0,1,5,1
22173085,100,4,0,1,0,1,18,1
22173625,55,3,58,1,57,0,70,1
22173762,280,2,69,1,307,2,56,1
22173887,43,3,3,1,0,0,20,0
22174455,200,3,14,2,0,1,2,1
22174482,41,2,2,1,0,2,112,0
22174923,89,2,3,1,25,0,21,1
22175113,50,3,15,1,0,0,6,0
22175249,85,3,0,1,0,0,73,0
22175297,42,1,92,4,80,0,6,0
22175513,85,2,34,1,127,0,15,0
22175928,45,2,31,3,0,0,84,0
22176026,39,1,7,3,0,1,2,2
22176062,56,1,12,4,321,0,111,0
22176068,295,9,2,1,0,1,14,1
22176096,110,2,7,1,0,2,56,1
22176542,170,1,12,1,0,1,11,1
22176678,90,3,32,1,1,1,2,1
22176782,40,2,4,1,0,0,21,0
22176831,50,1,341,3,25,2,152,0
22176896,120,4,0,1,0,0,24,1
22177035,69,7,0,1,0,0,12,0
22177219,100,2,23,1,95,2,103,0
22177388,25,4,7,1,174,0,15,0
22178073,135,1,115,2,138,2,155,1
22179082,120,3,3,1,89,0,15,1
22179180,200,1,90,3,326,4,127,1
22180116,35,30,5,4,292,0,15,0
22180263,70,1,1,1,0,1,2,0
22184960,99,1,47,1,155,0,12,0
22186114,75,1,2,1,0,0,21,0
22186387,150,1,133,1,14,1,19,0
22186486,220,2,1,1,0,1,23,0
22187068,175,2,2,1,0,0,12,1
22187253,90,6,0,1,0,1,18,2
22187284,120,6,3,1,1,0,12,1
22187361,320,11,4,1,0,1,52,1
22187524,250,7,2,1,0,0,12,1
22188609,199,1,9,3,0,1,1,0
22188812,105,3,2,1,0,0,12,1
22189240,110,2,2,1,0,0,3,1
22189602,99,5,0,1,0,1,28,0
22189962,80,2,1,1,340,2,116,1
22190231,59,2,13,1,35,2,126,0
22190466,200,3,0,2,0,1,4,0
22190887,300,5,0,1,0,0,12,1
22190967,85,9,5,1,86,1,5,0
22191121,150,3,1,1,0,0,20,1
22191302,180,2,1,1,0,0,12,1
22191313,75,1,1,1,0,1,2,0
22191343,229,3,2,1,206,1,14,1
22191500,50,1,36,3,359,2,46,0
22191646,248,3,2,1,0,1,1,1
22191760,299,1,4,1,0,1,68,0
22191831,67,2,8,1,3,1,2,0
22192285,150,7,4,1,0,1,28,1
22192407,200,4,75,1,59,1,71,1
22192417,277,3,70,1,75,1,5,1
22192616,99,2,37,3,14,0,84,1
22192877,600,3,0,2,0,1,8,1
22193183,80,2,4,1,0,0,12,0
22193650,500,28,5,1,173,1,68,1
22194224,175,3,2,1,0,0,12,0
22194287,150,2,3,2,0,2,31,1
22194314,239,5,0,1,0,1,5,1
22194459,500,5,0,1,229,1,52,1
22194582,320,1,78,1,312,0,12,1
22194993,125,4,7,1,16,0,13,1
22195204,31,18,1,1,0,2,44,0
22195324,189,2,21,1,70,0,12,1
22202550,200,1,1,1,0,1,26,0
22203227,120,2,55,1,86,0,70,1
22203719,150,3,12,1,0,1,11,1
22203734,70,4,1,1,0,2,56,1
22203739,135,7,0,1,0,1,77,1
22204016,38,10,1,1,0,0,24,0
22204167,135,1,27,1,365,2,87,1
22204187,125,2,0,1,0,1,9,1
22204668,50,3,2,1,0,0,21,0
22204856,55,2,0,1,0,0,3,0
22205113,50,1,14,1,63,1,30,0
22205179,110,2,3,1,12,1,30,1
22205277,70,4,1,1,0,1,7,2
22205280,140,7,31,1,67,0,6,1
22205284,149,2,27,4,308,0,111,1
22205619,100,5,3,1,0,0,12,0
22205622,70,3,0,1,0,1,2,0
22205765,400,7,0,1,0,1,52,1
22205780,40,5,6,1,0,0,6,0
22206164,220,1,3,1,0,1,23,1
22206207,25,1,95,6,258,2,121,0
22206345,39,4,1,1,0,0,21,0
22206601,350,3,1,3,0,1,48,1
22206970,90,4,4,1,5,1,19,1
22207196,30,2,4,1,0,0,21,0
22207357,3000,1,0,1,90,0,82,0
22207770,359,3,10,1,281,2,162,1
22207975,65,2,23,1,0,0,22,0
22207978,109,3,6,1,0,0,12,1
22208060,70,4,1,1,0,0,12,0
22208315,75,1,1,1,0,1,8,0
22208373,125,30,0,91,153,1,5,1
22209216,40,1,32,2,123,2,25,0
22209583,98,1,26,1,73,0,6,0
22209681,110,2,2,1,0,1,28,1
22210721,115,3,0,1,0,1,19,1
22212969,145,3,0,1,0,0,12,1
22213107,89,3,0,1,0,0,6,1
22213389,85,1,59,1,333,0,21,0
22213508,300,5,1,1,0,1,19,1
22213572,85,1,0,2,0,0,12,0
22213600,100,2,4,1,9,0,21,1
22213903,225,1,0,2,0,1,23,1
22214268,95,1,0,2,0,1,23,0
22214383,91,2,1,1,0,1,1,1
22214395,59,1,110,1,147,2,87,1
22214408,74,21,2,1,0,0,21,0
22214478,33,3,3,1,0,1,2,0
22214583,42,14,2,1,0,1,2,0
22214594,75,3,5,1,0,1,8,1
22214859,225,30,0,12,344,1,1,1
22214974,39,2,7,5,0,0,54,0
22215122,225,30,0,12,343,1,1,1
22215258,225,30,1,12,343,1,1,1
22216259,100,5,0,1,89,0,189,0
22217757,66,3,41,1,219,0,6,1
22218658,50,1,24,1,354,0,6,0
22219529,32,30,3,6,365,0,21,2
22221072,50,30,4,6,325,0,21,0
22222996,35,7,0,1,0,1,2,0
22224072,250,2,29,1,38,1,19,1
22224790,95,3,4,1,0,0,21,1
22224945,80,6,2,1,31,1,2,1
22225158,225,30,0,12,340,1,1,1
22225555,220,2,95,1,67,0,12,1
22226150,105,1,2,1,89,1,7,0
22226156,199,2,75,1,80,1,5,0
22226334,53,5,1,1,0,0,21,0
22226558,125,7,3,1,69,2,95,1
22227015,400,3,10,1,64,1,8,1
22227610,70,7,2,1,0,0,111,0
22228935,50,1,62,2,7,2,56,0
22229244,20,14,9,1,0,1,64,0
22229473,300,2,14,2,279,0,12,1
22229755,89,3,21,1,30,0,21,1
22229793,59,2,42,2,14,0,12,0
22230294,221,5,7,1,1,1,50,1
22230375,100,2,1,1,365,0,79,0
22230454,69,2,47,2,0,1,2,0
22230702,150,1,75,1,317,2,56,1
22231328,275,2,17,1,72,0,6,0
22231453,55,2,68,4,279,0,12,0
22231557,65,2,31,4,282,0,12,0
22231558,250,2,2,1,0,1,19,1
22231784,225,30,0,12,343,1,1,1
22231811,135,3,21,2,75,1,2,1
22232269,90,2,13,1,5,0,22,1
22232328,175,3,0,1,0,1,8,1
22232425,82,2,0,1,0,1,2,1
22232444,200,2,0,1,0,1,45,0
22232463,135,1,0,1,0,1,14,1
22232470,75,1,2,1,0,1,23,0
22233024,225,7,1,1,0,1,64,1
22233039,34,2,4,1,0,1,2,0
22235441,19,1,26,2,138,2,46,2
22237320,35,30,4,10,327,0,6,2
22237930,40,14,0,1,0,0,21,0
22238046,38,2,0,1,0,4,72,0
22241250,249,4,3,1,0,1,50,1
22241573,115,1,162,3,312,1,14,0
22241666,150,3,0,1,0,0,12,1
22241696,105,1,140,3,321,1,1,0
22242334,69,2,37,1,3,0,24,1
22243957,79,2,1,1,0,1,2,0
22244184,100,2,3,1,0,0,12,0
22244254,80,1,4,1,0,0,6,0
22244917,85,11,0,1,0,2,56,0
22245314,92,60,1,1,0,0,16,1
22245492,100,4,53,2,88,0,13,1
22245972,22,14,0,1,0,0,24,2
22246294,720,3,0,1,0,1,27,1
22246770,65,2,0,1,0,0,12,0
22246864,35,3,14,2,0,2,129,0
22247316,50,4,0,2,0,0,12,0
22247787,70,3,3,1,0,0,12,0
22247895,38,2,0,1,0,2,44,0
22247923,237,4,7,1,0,1,19,1
22249013,30,3,7,1,0,0,21,0
22249186,250,2,1,1,0,1,30,1
22249256,170,3,0,1,0,0,12,1
22249641,400,5,0,1,0,1,28,1
22249905,210,4,2,1,0,1,7,1
22250050,50,2,2,1,179,2,39,0
22250239,75,6,3,3,0,0,15,0
22250271,65,4,3,1,0,0,6,0
22250309,85,2,2,1,0,0,6,1
22250584,100,5,0,1,0,0,15,1
22251000,290,3,5,1,0,1,11,1
22251120,165,3,1,1,0,1,4,1
22251486,180,4,1,1,0,1,27,0
22251732,40,4,2,1,0,0,6,0
22251884,325,1,35,1,141,1,77,1
22251910,190,2,46,1,239,0,12,1
22252595,90,2,1,1,0,2,25,0
22252628,70,1,8,1,0,1,23,0
22255089,167,3,3,1,0,1,26,1
22256926,33,30,1,4,354,0,15,0
22258159,33,30,1,4,7,2,44,2
22258326,151,2,18,1,72,1,71,1
22258432,15,30,3,5,344,0,21,2
22258450,72,5,23,7,112,0,21,0
22258880,150,2,2,1,0,1,1,0
22259132,145,1,67,2,146,0,36,1
22259472,200,1,0,1,0,0,21,1
22259480,35,4,0,1,0,0,6,0
22260331,48,7,1,1,0,0,6,0
22260546,50,3,16,1,0,0,21,0
22260561,30,2,2,2,90,4,144,0
22260983,125,30,1,16,284,1,8,1
22261208,81,4,6,1,6,2,87,1
22262408,115,2,14,1,3,1,19,1
22262419,225,30,0,12,343,1,1,1
22262595,128,3,4,1,0,1,43,0
22262982,65,1,28,2,107,1,7,0
22263236,80,3,1,1,0,0,29,0
22263267,135,2,56,1,66,1,4,1
22263855,3000,7,1,1,325,1,27,1
22263904,240,10,10,2,216,1,43,1
22264539,50,2,0,1,0,0,21,0
22264586,100,3,3,1,0,0,12,0
22265411,150,60,5,13,155,1,28,1
22265621,65,2,6,1,0,1,4,0
22265765,150,30,5,13,140,1,28,1
22265878,180,3,5,1,0,1,2,1
22266183,50,4,21,1,34,1,30,0
22266234,329,7,1,3,89,1,7,1
22266286,138,30,0,5,234,2,49,0
22266538,54,2,4,1,0,0,12,0
22266609,50,2,4,1,0,4,114,0
22266875,63,30,4,6,281,0,6,1
22267036,150,2,41,3,0,0,21,1
22267217,43,1,13,2,6,1,4,0
22267382,145,5,6,1,0,0,13,1
22267590,160,3,0,1,0,0,32,1
22267769,60,2,1,1,0,0,12,0
22267906,85,2,15,1,75,1,2,0
22268101,149,14,8,1,38,1,52,1
22268166,69,1,145,1,4,1,4,0
22268506,40,5,0,1,0,0,21,0
22268514,400,3,0,1,0,1,9,1
22270195,150,2,17,2,72,2,25,0
22273359,350,2,3,1,0,1,7,1
22274388,90,3,16,1,0,0,15,0
22274854,140,30,4,1,190,1,19,1
22274932,80,2,39,1,68,2,44,0
22275245,129,30,32,1,0,1,43,0
22275716,60,3,11,1,0,1,8,1
22275821,110,4,5,1,0,0,21,1
22276159,75,2,10,2,207,3,41,0
22276602,150,5,3,1,179,0,12,0
22277233,45,3,1,2,0,0,6,0
22277333,64,2,4,1,0,0,24,1
22277436,71,98,0,1,0,2,56,1
22277909,135,12,1,1,0,1,8,1
22278389,100,1,10,1,0,0,12,0
22278680,30,4,1,1,0,1,51,2
22278896,110,5,28,1,0,0,123,1
22278941,200,2,43,1,8,1,28,0
22279040,200,3,30,6,1,1,45,0
22279575,30,2,48,2,0,0,54,0
22279816,65,1,6,1,0,1,30,0
22280002,100,1,25,1,108,0,6,1
22280395,109,3,27,1,0,1,60,1
22280432,71,1,0,1,0,0,13,0
22280482,70,1,3,2,0,0,21,0
22280822,70,5,3,2,42,1,53,0
22281684,85,3,0,2,0,1,2,0
22281732,100,3,42,6,0,1,45,0
22281854,83,1,25,2,361,2,63,0
22281888,169,2,23,1,196,0,70,1
22281921,50,2,2,1,365,2,81,0
22282419,55,1,19,2,74,0,21,0
22282513,65,2,23,4,319,0,6,0
22282585,110,1,69,3,9,1,4,1
22283652,285,3,1,1,0,1,14,1
22284181,180,3,33,2,0,1,7,1
22288453,69,1,55,3,0,1,2,0
22289185,199,30,1,4,177,1,1,1
22290340,95,2,90,1,73,0,22,1
22290370,140,5,0,1,0,0,12,1
22290580,99,1,1,1,0,1,19,0
22290967,79,2,14,4,320,2,37,0
22291736,225,1,41,1,11,1,7,1
22291811,149,9,13,1,29,0,12,1
22291938,60,2,1,1,0,0,12,0
22292535,85,1,13,3,11,0,12,0
22292617,130,1,77,1,21,1,2,1
22292865,150,1,50,1,335,0,6,1
22293021,75,1,4,1,0,2,126,0
22293394,150,7,2,1,0,1,9,1
22293539,60,7,2,2,0,2,44,0
22294028,80,4,68,2,102,1,2,0
22294102,220,3,12,1,0,1,68,1
22294260,129,5,0,1,0,1,2,1
22294283,245,31,4,33,342,1,28,1
22294297,500,19,0,1,0,1,28,1
22294357,135,31,2,33,338,1,28,1
22294649,190,2,57,1,354,0,16,0
22295038,100,4,29,1,281,0,147,1
22295587,80,3,2,1,0,1,19,0
22295591,200,3,4,1,0,0,73,1
22295702,150,12,17,1,0,1,19,1
22295848,120,2,81,1,27,2,49,1
22295960,2010,1,0,6,364,1,14,0
22296097,3210,1,0,6,364,1,14,0
22296197,4160,1,0,6,364,1,14,1
22300341,117,2,1,1,0,0,12,1
22301670,125,1,68,2,142,0,36,1
22302452,70,5,18,1,8,0,29,0
22302587,75,2,0,1,0,0,12,0
22302785,1046,1,10,1,365,1,28,1
22303234,60,4,0,1,0,0,12,0
22303856,152,1,4,1,0,1,14,1
22303888,65,1,57,2,53,0,24,1
22303956,195,2,72,2,165,0,20,0
22303992,70,2,0,1,0,1,45,0
22304458,225,2,57,1,59,0,12,1
22304644,57,28,2,2,77,0,13,0
22304663,160,2,2,1,0,2,25,1
22304757,200,3,0,1,0,1,27,1
22305350,29,2,7,1,0,0,21,0
22305797,200,3,0,1,83,4,141,0
22305896,149,2,70,1,309,0,6,1
22305946,45,5,0,2,0,0,6,0
22306163,45,1,1,2,0,0,21,0
22306300,162,3,9,1,0,1,7,1
22306777,50,5,2,1,0,0,21,1
22306848,400,1,0,1,0,1,8,1
22306969,110,1,3,1,0,2,103,1
22307078,90,2,3,1,0,1,68,1
22307248,38,4,5,1,0,0,6,1
22307800,59,2,42,1,35,0,67,1
22307861,105,3,4,1,0,1,2,1
22308102,210,1,1,1,0,1,28,1
22308180,150,3,0,1,0,1,28,1
22308705,250,1,8,1,0,0,12,0
22308824,170,2,0,1,0,1,4,1
22309027,115,2,0,1,0,0,3,1
22309304,150,2,1,1,0,1,28,1
22309568,100,1,0,1,83,2,87,0
22309616,42,2,37,1,1,1,19,2
22309710,125,1,77,1,348,2,103,1
22309725,50,3,0,1,0,2,56,0
22309732,130,1,0,2,0,1,43,0
22309866,100,4,0,1,0,2,56,1
22309943,59,4,53,1,39,0,6,0
22310190,199,7,13,1,349,1,19,1
22312190,84,2,119,1,20,1,14,0
22312886,80,60,1,1,0,1,11,1
22316496,70,2,2,1,0,1,64,0
22318150,90,2,15,1,0,0,15,1
22318346,75,20,0,1,0,1,30,1
22321208,150,5,1,1,0,1,19,1
22321252,87,1,2,1,0,1,7,0
22321322,140,4,1,1,0,1,26,1
22321708,49,7,10,1,0,2,49,0
22321716,105,1,64,1,314,2,83,1
22321796,60,4,1,1,0,0,6,1
22322311,75,2,0,1,0,1,4,0
22322326,65,1,4,2,153,1,7,0
22322524,150,4,14,1,0,0,12,1
22323325,125,3,17,1,14,0,12,1
22324099,41,15,3,1,0,1,9,0
22324649,100,2,0,1,89,0,21,0
22324705,249,3,8,1,175,1,68,1
22325054,250,2,0,1,0,1,8,1
22325426,45,1,140,2,81,2,103,0
22325453,150,1,28,1,68,1,2,0
22325617,40,3,0,1,0,0,6,0
22326826,170,2,1,1,0,0,12,1
22327260,299,4,3,1,0,1,77,1
22327622,55,3,15,1,66,0,6,0
22327744,45,5,12,3,320,2,126,0
22328089,49,1,26,3,115,0,21,0
22328175,475,1,7,2,0,2,31,0
22328208,34,1,1,1,0,1,2,0
22328478,129,2,3,1,0,0,24,1
22328585,75,1,4,1,0,1,2,0
22328689,95,3,2,1,23,0,20,0
22329791,180,4,48,1,61,1,7,1
22330756,100,3,10,2,0,0,12,0
22331268,220,2,0,1,0,1,11,1
22335475,205,3,0,1,0,1,14,1
22336218,100,1,5,2,163,0,20,0
22336299,112,1,62,1,151,0,36,1
22336423,125,1,25,2,0,4,99,0
22336899,102,13,6,1,0,0,3,1
22337162,40,10,0,3,0,0,12,0
22337421,65,2,40,1,0,0,6,0
22337426,100,3,3,1,0,1,4,1
22338292,80,1,3,1,1,2,39,1
22338296,200,2,8,2,3,1,28,1
22338304,100,30,6,2,271,1,26,1
22338452,175,2,0,1,0,1,19,1
22338613,115,1,0,1,0,1,2,1
22338850,45,3,10,10,322,0,21,0
22338901,70,7,0,1,0,1,7,1
22339165,50,4,15,2,0,0,3,2
22339218,60,2,41,10,362,0,21,0
22339259,90,1,1,2,0,1,2,0
22339264,110,5,3,1,0,0,21,1
22339390,65,7,9,1,144,1,19,0
22339410,70,30,0,1,0,0,12,0
22339430,75,2,46,10,360,0,21,0
22339572,64,2,46,10,352,0,21,0
22339698,120,2,83,1,346,0,54,1
22339754,95,2,13,1,0,1,19,0
22339757,67,2,27,10,359,0,21,0
22339967,60,2,2,1,0,1,28,0
22340093,150,30,3,13,147,1,28,1
22340384,175,3,56,2,288,0,147,1
22340790,220,5,1,1,0,1,26,1
22340808,365,1,13,5,65,1,1,1
22340915,325,30,0,1,179,0,12,1
22341035,59,1,21,3,348,2,46,0
22341308,121,1,8,2,91,0,20,0
22341660,50,3,0,1,0,2,49,0
22342020,32,1,1,1,0,0,15,0
22342076,49,2,0,1,0,0,22,0
22342382,50,2,38,5,301,2,49,0
22342547,95,2,44,1,190,2,152,1
22343079,75,2,61,3,265,0,24,0
22343274,1000,11,0,1,0,1,2,0
22343429,191,3,1,1,0,1,52,1
22343553,125,3,9,1,0,0,20,0
22343658,55,14,5,1,90,0,12,0
22343909,110,4,40,1,50,0,6,1
22343961,250,1,95,1,79,0,12,1
22344067,85,60,0,1,358,0,82,0
22344396,45,5,2,1,0,0,21,0
22344445,150,1,0,1,0,1,71,0
22344483,125,21,24,1,264,0,20,1
22345271,185,2,92,1,120,1,23,1
22345676,104,2,31,1,166,0,6,1
22345693,45,2,8,1,0,0,21,0
22346131,135,2,44,1,83,2,56,1
22346154,55,2,5,2,0,0,6,0
22346441,79,1,61,3,151,2,46,0
22349506,27,31,5,4,6,2,44,2
22350243,75,1,37,3,344,2,31,0
22352661,135,1,24,2,36,0,12,1
22352793,110,2,1,1,0,1,14,1
22352928,200,1,39,2,362,0,3,1
22353249,50,4,0,1,0,1,18,0
22353870,60,4,1,1,0,1,2,0
22353899,175,5,3,1,0,1,14,1
22354307,190,1,94,1,187,1,27,1
22354348,100,1,0,1,0,1,1,1
22354598,111,30,1,50,317,1,5,1
22355018,130,2,2,2,0,1,9,0
22355365,100,1,0,1,0,1,43,0
22355505,44,2,1,2,0,1,2,0
22356093,100,1,0,1,0,1,11,0
22356352,70,1,2,1,0,0,21,1
22356843,140,4,24,4,355,1,7,0
22356845,80,4,87,1,4,0,113,1
22357450,179,2,13,1,35,0,12,1
22357832,47,2,3,1,0,1,30,0
22357868,160,7,1,1,0,1,27,1
22358241,80,1,0,1,0,0,12,0
22358421,110,3,30,1,265,1,28,1
22359767,250,1,103,4,69,0,21,1
22360132,400,3,32,1,69,1,8,1
22360577,70,1,1,1,0,0,12,0
22360657,225,7,0,1,0,1,52,1
22360787,80,1,0,3,0,0,79,0
22360921,350,1,2,3,0,0,79,1
22361004,190,1,0,2,0,1,1,1
22361100,275,180,5,2,364,1,7,1
22361286,90,4,18,1,0,1,18,1
22361598,159,4,3,1,0,1,14,1
22361604,80,1,139,1,77,0,70,1
22361657,45,1,1,1,0,0,6,0
22361885,65,1,1,2,0,1,19,0
22361893,118,3,3,1,249,0,12,1
22362691,60,2,34,2,117,2,121,1
22363371,57,1,91,2,57,2,46,1
22365504,32,30,2,1,0,0,6,2
22366842,29,30,1,8,334,0,21,2
22366866,44,1,0,2,0,0,21,0
22367196,35,3,0,1,0,0,21,0
22368370,126,1,9,1,0,0,6,1
22368751,200,5,0,1,0,0,13,1
22370132,120,1,69,1,277,1,2,0
22370339,64,30,2,1,268,0,22,1
22370386,78,2,36,1,0,1,2,0
22370388,271,30,1,232,310,1,43,1
22371082,78,4,4,3,0,0,12,0
22371868,65,15,0,1,0,0,15,1
22372893,38,1,2,1,0,0,6,0
22372939,140,3,10,1,0,0,96,1
22373128,187,3,4,1,76,4,141,0
22373272,300,4,28,1,179,0,15,1
22374327,100,3,22,1,13,1,7,0
22374799,117,1,24,1,328,0,35,1
22374957,500,1,0,1,0,0,12,1
22374967,158,7,2,2,0,1,1,1
22375950,61,10,0,1,0,1,8,0
22376011,60,1,2,2,0,0,15,0
22376064,95,1,35,1,28,0,6,1
22376093,160,2,34,3,272,0,12,1
22376903,109,3,34,1,156,0,79,1
22376920,160,2,107,1,49,1,1,0
22376956,330,2,9,1,5,1,71,1
22377119,50,1,2,2,0,2,37,0
22378688,50,1,10,1,211,2,25,0
22379163,23,3,2,1,0,0,6,0
22379701,68,6,48,1,0,0,15,0
22381052,36,1,5,2,250,2,49,0
22382300,190,6,2,1,0,1,11,1
22382863,140,3,19,2,79,0,12,0
22384473,185,3,5,1,8,1,1,0
22384717,50,3,4,1,31,1,18,0
22384915,45,3,13,5,76,0,22,0
